ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
231,Guest 00231,Female,1978-01-22,2020-04-18,Vacation,News paper,5,9,Promoters,Broadband & TV,Facility,Average,2
232,Guest 00232,Female,2005-08-15,2020-10-11,Business,Organization,4,8,Passives,Gym,Facility,Poor,1
233,Guest 00233,Female,1991-11-13,2020-11-07,Business,Organization,5,8,Passives,Staff attitude,Staff,Very good,4
234,Guest 00234,Male,1995-03-16,2020-08-15,Business,Organization,5,9,Promoters,Check-in Process,Staff,Good,3
235,Guest 00235,Male,1982-12-01,2022-05-13,Function,Internet advertisement,2,9,Promoters,Room service,Room,Excellent,5
236,Guest 00236,Male,1989-05-09,2022-08-19,Function,Television advertisement,3,10,Promoters,Room cleanliness,Room,Good,3
237,Guest 00237,Female,1966-10-11,2022-01-17,Business,Organization,3,9,Promoters,Food quality,Restaurant,Excellent,5
238,Guest 00238,Male,1996-07-10,2020-10-29,Business,Organization,1,7,Passives,Variety of food,Restaurant,Average,2
239,Guest 00239,Male,1960-04-20,2021-11-12,Business,Organization,4,9,Promoters,Broadband & TV,Facility,Very good,4
240,Guest 00240,Female,1956-10-27,2022-06-06,Function,Search engine,5,5,Detractors,Gym,Facility,Excellent,5
241,Guest 00241,Male,1953-07-05,2021-04-28,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
242,Guest 00242,Female,1963-01-09,2020-11-16,Business,Organization,5,9,Promoters,Check-in Process,Staff,Excellent,5
243,Guest 00243,Female,1955-11-02,2022-09-21,Business,Organization,3,9,Promoters,Room service,Room,Very good,4
244,Guest 00244,Male,1961-03-06,2021-01-17,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Excellent,5
245,Guest 00245,Male,1967-01-31,2020-03-19,Business,Organization,4,7,Passives,Food quality,Restaurant,Average,2
246,Guest 00246,Female,1967-11-21,2022-10-14,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Average,2
247,Guest 00247,Male,1970-04-12,2022-06-19,Business,Organization,4,4,Detractors,Broadband & TV,Facility,Excellent,5
248,Guest 00248,Male,1951-06-08,2021-11-03,Vacation,Search engine,2,8,Passives,Gym,Facility,Average,2
249,Guest 00249,Male,1994-12-15,2022-03-12,Function,Search engine,5,9,Promoters,Staff attitude,Staff,Very good,4
250,Guest 00250,Female,1963-03-07,2021-03-02,Vacation,Internet advertisement,5,5,Detractors,Check-in Process,Staff,Excellent,5
251,Guest 00251,Female,1992-05-05,2021-10-08,Vacation,News paper,5,6,Detractors,Room service,Room,Very good,4
252,Guest 00252,Female,1985-06-22,2020-12-24,Business,Organization,4,6,Detractors,Room cleanliness,Room,Good,3
253,Guest 00253,Female,1983-03-18,2021-03-18,Other,hotel booking sites,2,5,Detractors,Food quality,Restaurant,Excellent,5
254,Guest 00254,Female,1972-04-18,2022-12-29,Business,Organization,2,7,Passives,Variety of food,Restaurant,Average,2
255,Guest 00255,Female,1959-06-25,2022-11-28,Vacation,Television advertisement,2,9,Promoters,Broadband & TV,Facility,Excellent,5
256,Guest 00256,Female,2002-10-21,2022-03-03,Business,Organization,3,5,Detractors,Gym,Facility,Excellent,5
257,Guest 00257,Female,1993-03-22,2020-05-06,Business,Search engine,3,9,Promoters,Staff attitude,Staff,Very good,4
258,Guest 00258,Male,2005-09-10,2020-01-08,Business,Organization,3,9,Promoters,Check-in Process,Staff,Excellent,5
259,Guest 00259,Male,1993-12-17,2022-08-18,Business,Organization,3,6,Detractors,Room service,Room,Good,3
260,Guest 00260,Male,1992-02-01,2021-08-10,Business,Organization,3,5,Detractors,Room cleanliness,Room,Poor,1
261,Guest 00261,Female,1993-12-29,2021-10-02,Vacation,News paper,2,10,Promoters,Food quality,Restaurant,Excellent,5
262,Guest 00262,Female,1997-03-23,2021-02-20,Business,Organization,5,6,Detractors,Variety of food,Restaurant,Poor,1
263,Guest 00263,Male,1970-09-17,2022-12-05,Business,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Very good,4
264,Guest 00264,Male,1966-05-03,2022-12-30,Business,Organization,3,9,Promoters,Gym,Facility,Excellent,5
265,Guest 00265,Male,1955-01-11,2021-09-30,Business,Organization,5,8,Passives,Staff attitude,Staff,Very good,4
266,Guest 00266,Female,1981-10-11,2022-09-03,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
267,Guest 00267,Female,1990-05-09,2020-10-10,Vacation,Search engine,3,8,Passives,Room service,Room,Excellent,5
268,Guest 00268,Female,2000-03-08,2022-11-14,Business,Organization,2,6,Detractors,Room cleanliness,Room,Very good,4
269,Guest 00269,Male,1963-10-07,2020-09-15,Business,Organization,4,7,Passives,Food quality,Restaurant,Very good,4
270,Guest 00270,Female,2003-11-28,2022-06-10,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
271,Guest 00271,Female,1963-05-28,2022-01-27,Business,hotel booking sites,2,7,Passives,Broadband & TV,Facility,Average,2
272,Guest 00272,Female,1976-05-19,2020-12-24,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
273,Guest 00273,Female,1969-08-30,2020-04-09,Business,Organization,3,5,Detractors,Staff attitude,Staff,Very good,4
274,Guest 00274,Male,1952-05-23,2022-06-01,Business,Organization,5,6,Detractors,Check-in Process,Staff,Very good,4
275,Guest 00275,Male,2004-01-21,2022-03-30,Business,Organization,5,5,Detractors,Room service,Room,Excellent,5
276,Guest 00276,Male,2003-05-22,2021-05-20,Business,Organization,2,6,Detractors,Room cleanliness,Room,Poor,1
277,Guest 00277,Female,1966-09-14,2021-09-04,Business,Organization,5,4,Detractors,Food quality,Restaurant,Excellent,5
278,Guest 00278,Male,1959-11-06,2022-09-28,Business,Organization,5,10,Promoters,Variety of food,Restaurant,Excellent,5
279,Guest 00279,Female,1996-09-01,2020-09-17,Business,Organization,2,9,Promoters,Broadband & TV,Facility,Very good,4
280,Guest 00280,Female,1960-08-13,2021-04-15,Business,Organization,5,7,Passives,Gym,Facility,Poor,1
281,Guest 00281,Male,1956-06-23,2022-07-08,Vacation,hotel booking sites,3,6,Detractors,Staff attitude,Staff,Excellent,5
282,Guest 00282,Female,1974-02-02,2022-01-14,Business,Organization,5,4,Detractors,Check-in Process,Staff,Good,3
283,Guest 00283,Female,1953-05-01,2021-03-06,Vacation,Search engine,5,7,Passives,Room service,Room,Good,3
284,Guest 00284,Male,1981-07-22,2021-03-13,Business,Organization,3,3,Detractors,Room cleanliness,Room,Average,2
285,Guest 00285,Female,1962-11-03,2020-03-23,Vacation,Search engine,2,9,Promoters,Food quality,Restaurant,Very good,4
286,Guest 00286,Female,1967-11-13,2022-08-06,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
287,Guest 00287,Female,2006-12-30,2022-06-29,Vacation,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Poor,1
288,Guest 00288,Female,2000-01-29,2021-07-09,Vacation,Word of mouth,5,9,Promoters,Gym,Facility,Excellent,5
289,Guest 00289,Male,1985-03-01,2021-12-18,Business,Organization,4,7,Passives,Staff attitude,Staff,Good,3
290,Guest 00290,Male,1952-11-23,2020-04-29,Business,Organization,3,9,Promoters,Check-in Process,Staff,Very good,4
291,Guest 00291,Male,1996-04-02,2020-10-13,Other,hotel booking sites,3,4,Detractors,Room service,Room,Excellent,5
292,Guest 00292,Male,1995-08-19,2021-04-28,Business,Organization,2,4,Detractors,Room cleanliness,Room,Very good,4
293,Guest 00293,Female,1978-05-06,2020-11-30,Vacation,Internet advertisement,3,6,Detractors,Food quality,Restaurant,Very good,4
294,Guest 00294,Female,1992-09-11,2022-02-06,Function,Search engine,2,9,Promoters,Variety of food,Restaurant,Poor,1
295,Guest 00295,Male,1973-06-27,2020-06-26,Other,Word of mouth,5,7,Passives,Broadband & TV,Facility,Excellent,5
296,Guest 00296,Male,1992-12-11,2020-05-16,Vacation,hotel booking sites,5,10,Promoters,Gym,Facility,Excellent,5
297,Guest 00297,Male,1960-09-21,2020-09-24,Vacation,Search engine,5,7,Passives,Staff attitude,Staff,Excellent,5
298,Guest 00298,Female,1988-04-01,2020-01-18,Business,Organization,5,6,Detractors,Check-in Process,Staff,Excellent,5
299,Guest 00299,Male,1973-11-30,2022-10-31,Function,Organization,4,9,Promoters,Room service,Room,Good,3
300,Guest 00300,Male,1962-02-28,2021-01-12,Vacation,hotel booking sites,4,6,Detractors,Room cleanliness,Room,Average,2
301,Guest 00301,Male,1973-03-12,2021-07-14,Vacation,Search engine,5,8,Passives,Food quality,Restaurant,Very good,4
302,Guest 00302,Male,1973-11-19,2022-04-13,Vacation,Television advertisement,5,9,Promoters,Variety of food,Restaurant,Poor,1
303,Guest 00303,Female,2001-03-12,2022-03-03,Function,Organization,5,6,Detractors,Broadband & TV,Facility,Excellent,5
304,Guest 00304,Female,1991-07-02,2022-04-13,Vacation,hotel booking sites,3,9,Promoters,Gym,Facility,Excellent,5
305,Guest 00305,Female,2002-06-03,2022-03-19,Business,Organization,3,3,Detractors,Staff attitude,Staff,Good,3
306,Guest 00306,Male,1953-12-01,2022-08-12,Business,Organization,2,10,Promoters,Check-in Process,Staff,Very good,4
307,Guest 00307,Female,1976-03-08,2022-09-21,Business,Organization,5,7,Passives,Room service,Room,Poor,1
308,Guest 00308,Male,1961-09-09,2021-06-21,Function,Search engine,4,9,Promoters,Room cleanliness,Room,Very good,4
309,Guest 00309,Female,2006-07-22,2021-04-20,Function,Word of mouth,4,9,Promoters,Food quality,Restaurant,Excellent,5
310,Guest 00310,Female,1976-09-14,2021-06-20,Vacation,Word of mouth,4,9,Promoters,Variety of food,Restaurant,Poor,1
311,Guest 00311,Female,1977-03-25,2021-10-01,Vacation,Internet advertisement,3,6,Detractors,Broadband & TV,Facility,Very good,4
312,Guest 00312,Male,1971-01-31,2020-10-23,Vacation,News paper,1,4,Detractors,Gym,Facility,Average,2
313,Guest 00313,Female,1968-04-27,2020-03-29,Function,Word of mouth,1,7,Passives,Staff attitude,Staff,Excellent,5
314,Guest 00314,Male,1993-01-12,2020-06-02,Other,hotel booking sites,4,10,Promoters,Check-in Process,Staff,Good,3
315,Guest 00315,Male,2003-05-06,2020-09-07,Vacation,hotel booking sites,2,9,Promoters,Room service,Room,Very good,4
316,Guest 00316,Male,1983-06-30,2020-11-30,Vacation,Word of mouth,5,9,Promoters,Room cleanliness,Room,Good,3
317,Guest 00317,Female,1974-05-24,2020-10-02,Business,Organization,5,8,Passives,Food quality,Restaurant,Poor,1
318,Guest 00318,Male,2004-02-12,2022-01-17,Function,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
319,Guest 00319,Female,1988-04-27,2021-10-08,Vacation,Internet advertisement,2,9,Promoters,Broadband & TV,Facility,Very good,4
320,Guest 00320,Male,1993-07-24,2022-08-31,Function,Word of mouth,5,9,Promoters,Gym,Facility,Poor,1
321,Guest 00321,Male,1980-12-12,2021-09-30,Vacation,Word of mouth,4,8,Passives,Staff attitude,Staff,Very good,4
322,Guest 00322,Male,1980-12-26,2022-10-06,Function,Word of mouth,3,8,Passives,Check-in Process,Staff,Excellent,5
323,Guest 00323,Female,1990-06-07,2022-02-23,Function,Television advertisement,2,4,Detractors,Room service,Room,Poor,1
324,Guest 00324,Male,1971-03-07,2020-04-02,Business,Organization,3,10,Promoters,Room cleanliness,Room,Excellent,5
325,Guest 00325,Female,2001-03-07,2021-01-03,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Excellent,5
326,Guest 00326,Female,2001-10-22,2021-12-24,Vacation,hotel booking sites,2,8,Passives,Variety of food,Restaurant,Poor,1
327,Guest 00327,Male,1996-04-30,2021-02-05,Function,Internet advertisement,4,9,Promoters,Broadband & TV,Facility,Very good,4
328,Guest 00328,Male,1967-05-08,2022-07-29,Vacation,Word of mouth,3,5,Detractors,Gym,Facility,Excellent,5
329,Guest 00329,Male,1982-02-28,2021-05-10,Function,Internet advertisement,5,8,Passives,Staff attitude,Staff,Excellent,5
330,Guest 00330,Male,1969-10-31,2022-05-19,Vacation,hotel booking sites,4,9,Promoters,Check-in Process,Staff,Excellent,5
331,Guest 00331,Male,1970-02-03,2020-04-10,Function,Search engine,1,9,Promoters,Room service,Room,Very good,4
332,Guest 00332,Male,1981-01-10,2020-02-24,Business,Organization,4,6,Detractors,Room cleanliness,Room,Very good,4
333,Guest 00333,Male,2003-05-28,2022-09-01,Business,Search engine,5,3,Detractors,Food quality,Restaurant,Average,2
334,Guest 00334,Male,1976-07-21,2022-02-06,Business,Organization,5,8,Passives,Variety of food,Restaurant,Poor,1
335,Guest 00335,Female,1956-05-31,2022-06-12,Other,Search engine,5,5,Detractors,Broadband & TV,Facility,Very good,4
336,Guest 00336,Male,1951-11-29,2020-08-23,Other,Word of mouth,1,8,Passives,Gym,Facility,Excellent,5
337,Guest 00337,Male,1962-12-22,2022-03-27,Other,Word of mouth,3,9,Promoters,Staff attitude,Staff,Excellent,5
338,Guest 00338,Female,2005-03-07,2020-11-28,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
339,Guest 00339,Male,1996-11-22,2021-05-25,Vacation,Search engine,5,9,Promoters,Room service,Room,Excellent,5
340,Guest 00340,Male,2001-06-15,2022-01-20,Function,Word of mouth,4,9,Promoters,Room cleanliness,Room,Poor,1
341,Guest 00341,Male,2001-04-04,2020-12-19,Business,Organization,5,9,Promoters,Food quality,Restaurant,Poor,1
342,Guest 00342,Female,1996-12-08,2022-09-07,Vacation,Search engine,5,4,Detractors,Variety of food,Restaurant,Poor,1
343,Guest 00343,Male,2003-10-12,2021-06-16,Function,Organization,3,6,Detractors,Broadband & TV,Facility,Excellent,5
344,Guest 00344,Female,1978-07-14,2020-11-16,Vacation,Search engine,4,6,Detractors,Gym,Facility,Good,3
345,Guest 00345,Male,1983-08-24,2021-02-03,Business,Organization,3,8,Passives,Staff attitude,Staff,Good,3
346,Guest 00346,Male,2000-12-05,2020-06-04,Business,Internet advertisement,3,9,Promoters,Check-in Process,Staff,Excellent,5
347,Guest 00347,Male,1997-08-11,2020-04-28,Business,Organization,3,9,Promoters,Room service,Room,Very good,4
348,Guest 00348,Male,1987-04-13,2020-01-14,Vacation,Word of mouth,3,6,Detractors,Room cleanliness,Room,Very good,4
349,Guest 00349,Female,1984-08-15,2021-08-02,Vacation,Search engine,4,9,Promoters,Food quality,Restaurant,Very good,4
350,Guest 00350,Male,1952-06-29,2021-04-04,Vacation,Search engine,1,7,Passives,Variety of food,Restaurant,Good,3
351,Guest 00351,Male,1980-09-10,2021-05-21,Business,Organization,3,8,Passives,Broadband & TV,Facility,Good,3
352,Guest 00352,Female,2001-10-08,2021-05-26,Vacation,Word of mouth,2,9,Promoters,Gym,Facility,Poor,1
353,Guest 00353,Male,1979-01-25,2022-03-08,Business,Organization,5,9,Promoters,Staff attitude,Staff,Very good,4
354,Guest 00354,Female,1986-07-02,2022-08-10,Other,hotel booking sites,4,10,Promoters,Check-in Process,Staff,Very good,4
355,Guest 00355,Male,1956-10-28,2021-08-11,Business,Organization,5,8,Passives,Room service,Room,Good,3
356,Guest 00356,Male,1970-02-02,2021-10-15,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
357,Guest 00357,Female,1961-08-21,2021-07-18,Function,Television advertisement,4,5,Detractors,Food quality,Restaurant,Excellent,5
358,Guest 00358,Female,1967-10-27,2021-11-12,Function,Organization,3,9,Promoters,Variety of food,Restaurant,Average,2
359,Guest 00359,Female,1995-09-11,2022-02-09,Function,Word of mouth,5,10,Promoters,Broadband & TV,Facility,Average,2
360,Guest 00360,Male,1973-04-20,2022-07-05,Business,Organization,5,7,Passives,Gym,Facility,Good,3
361,Guest 00361,Male,1957-05-03,2022-07-08,Function,Word of mouth,4,7,Passives,Staff attitude,Staff,Good,3
362,Guest 00362,Male,1965-12-17,2022-05-14,Function,Word of mouth,4,6,Detractors,Check-in Process,Staff,Excellent,5
363,Guest 00363,Male,1969-01-16,2020-01-26,Business,hotel booking sites,2,6,Detractors,Room service,Room,Good,3
364,Guest 00364,Female,1978-08-05,2022-02-15,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
365,Guest 00365,Male,1980-10-29,2020-07-10,Function,News paper,3,9,Promoters,Food quality,Restaurant,Very good,4
366,Guest 00366,Male,1959-01-03,2021-06-23,Business,Organization,5,8,Passives,Variety of food,Restaurant,Average,2
367,Guest 00367,Male,1987-10-30,2022-05-17,Business,Organization,4,7,Passives,Broadband & TV,Facility,Very good,4
368,Guest 00368,Female,1974-06-10,2022-07-27,Business,Organization,4,10,Promoters,Gym,Facility,Poor,1
369,Guest 00369,Male,1952-11-08,2020-01-13,Vacation,hotel booking sites,3,9,Promoters,Staff attitude,Staff,Very good,4
370,Guest 00370,Male,1966-06-03,2020-04-26,Function,Television advertisement,3,8,Passives,Check-in Process,Staff,Very good,4
371,Guest 00371,Male,1960-05-02,2020-07-11,Vacation,Word of mouth,5,4,Detractors,Room service,Room,Good,3
372,Guest 00372,Female,1997-04-23,2020-09-16,Business,Organization,4,8,Passives,Room cleanliness,Room,Very good,4
373,Guest 00373,Male,1951-02-15,2022-10-02,Vacation,Search engine,1,8,Passives,Food quality,Restaurant,Excellent,5
374,Guest 00374,Female,1957-06-17,2020-09-01,Function,Search engine,3,7,Passives,Variety of food,Restaurant,Average,2
375,Guest 00375,Female,1962-03-20,2020-04-22,Function,Organization,5,9,Promoters,Broadband & TV,Facility,Very good,4
376,Guest 00376,Male,1988-11-28,2020-10-13,Business,Organization,5,9,Promoters,Gym,Facility,Excellent,5
377,Guest 00377,Female,1958-11-16,2022-02-28,Vacation,hotel booking sites,5,8,Passives,Staff attitude,Staff,Very good,4
378,Guest 00378,Female,1976-03-22,2020-06-24,Business,Organization,3,8,Passives,Check-in Process,Staff,Very good,4
379,Guest 00379,Female,1976-03-28,2022-07-21,Other,Search engine,5,9,Promoters,Room service,Room,Good,3
380,Guest 00380,Female,1952-06-14,2021-11-24,Business,Organization,3,9,Promoters,Room cleanliness,Room,Very good,4
381,Guest 00381,Female,1976-05-21,2022-01-19,Business,Organization,4,3,Detractors,Food quality,Restaurant,Average,2
382,Guest 00382,Male,1994-04-03,2021-10-05,Other,Search engine,5,8,Passives,Variety of food,Restaurant,Average,2
383,Guest 00383,Female,1961-09-12,2021-02-11,Function,Search engine,5,9,Promoters,Broadband & TV,Facility,Good,3
384,Guest 00384,Male,1986-01-28,2021-11-11,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Average,2
385,Guest 00385,Female,1973-05-03,2021-10-31,Business,Organization,5,9,Promoters,Staff attitude,Staff,Good,3
386,Guest 00386,Female,2006-04-07,2021-10-27,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
387,Guest 00387,Female,1990-11-10,2021-05-20,Vacation,hotel booking sites,1,8,Passives,Room service,Room,Excellent,5
388,Guest 00388,Male,1962-01-20,2021-04-08,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Good,3
389,Guest 00389,Male,1974-01-04,2022-03-18,Business,Search engine,3,4,Detractors,Food quality,Restaurant,Average,2
390,Guest 00390,Male,2000-01-27,2021-03-21,Other,Organization,5,6,Detractors,Variety of food,Restaurant,Poor,1
391,Guest 00391,Male,1958-12-01,2020-05-08,Business,Organization,4,5,Detractors,Broadband & TV,Facility,Very good,4
392,Guest 00392,Male,1975-09-10,2021-01-12,Other,hotel booking sites,4,8,Passives,Gym,Facility,Excellent,5
393,Guest 00393,Male,1955-11-06,2022-03-10,Business,Organization,1,9,Promoters,Staff attitude,Staff,Excellent,5
394,Guest 00394,Male,1993-07-16,2021-02-28,Vacation,Word of mouth,2,9,Promoters,Check-in Process,Staff,Very good,4
395,Guest 00395,Male,1996-09-19,2021-07-30,Vacation,Internet advertisement,4,8,Passives,Room service,Room,Excellent,5
396,Guest 00396,Male,1990-01-08,2021-12-05,Business,Organization,4,9,Promoters,Room cleanliness,Room,Poor,1
